DATE,CAMP_DAY,PRODUCTION ACTUAL,GRADE_A,GRADE_B,DRI_FINES,DRI_DUST,PRODUCTION PLAN,PROD_LOSS,PELLETS_CONSUMPTION,IRON ORE CONSUMPTION,TOTAL_IRON_ORE_PELLETS,HG_COAL_CONSUMPTION,SA_COAL_CONSUMPTION,ESSAR_FINES,NCL_FINES,WASH_COAL,COAL_LOSSES_BYPRODUCTS,GROSS COAL CONSUMPTION,COAL_PER_TDRI,DOLO_CONSUMPTION,CHAR_GENERATION,PLUS_6_CHAR,MINUS_6_CHAR,MAG_CHAR,MIX_CHAR,POWER,KILN_AVAILABILITY,TOTAL_STEAM_FLOW,AVERAGE_STEAM,FEED_LOSS_TOTAL,FEED_LOSS_REASON,SLINGER_LOSS,SLINGER_LOSS_REASON,REMARKS
2024-06-11,11,1548.9525777394874,1182.9258494442909,180.84264976797272,129.6288549690567,55.5552235581672,2000,22.552371113025625,442.5656842181752,706.9531137366524,1149.5187979548275,713.1124340547155,293.35438755957426,54.57338289253132,46.154469581608936,173.94860098181977,71.83105141468377,1281.1432750702495,0.827102968471718,99.2882070742036,529.5399598669269,342.32869205388164,119.97076984938606,41.2756617849528,25.964836178706378,847.5946936198021,98.4795588820412,22.286523360081112,0.9286051400033796,113,Power interruption,106,Power interruption,Normal operation
2024-06-12,12,1541.184188240857,1128.3069179216377,168.90038805317704,170.78381758623004,73.19306467981278,2000,22.94079058795714,428.5186061019818,684.5143527407834,1113.032958842765,690.4781756293444,284.04329059764643,52.841218380249785,44.68952220149368,168.42745536812237,109.52279812821092,1240.479662176857,0.8048873532713623,96.1367896676508,560.8580464417141,371.6665182626284,119.87211867014548,30.21576044610209,39.103649062838144,842.8592226294729,97.37337218411528,20.3117099198638,0.8463212466609917,81,Material bridging,17,Normal operation,Normal operation
2024-06-13,13,1494.8445151193032,1083.9787801186988,169.60662403881474,168.88137767325273,72.377733288537,2000,25.257774244034835,403.0564118378975,643.8411190051826,1046.89753084308,649.4505768445187,267.16569102175816,49.70144020401671,42.03411055854454,158.4196458426524,85.51993231126858,1166.7714644714904,0.780530317815944,90.42442717139882,473.973571220993,323.8609829296697,104.0248000345746,41.94182112678982,4.145967129958876,941.9093050385152,95.76402633288572,18.75854953498864,0.7816062306245266,147,Power interruption,61,Mechanical failure,Normal operation
2024-06-14,14,1483.9962096451395,1187.196967716112,182.79380242763284,74.19981048225699,39.80562901913822,2000,25.80018951774301,408.57038275117264,652.6491198177163,1061.2195025688889,658.3353172559197,270.8206232001142,50.38137553709623,42.609153793630014,160.58688917041533,102.58047846199462,1182.7333589571756,0.7969921697037194,91.66146905096872,567.6964204369,391.58628107675526,127.39759042523276,36.13204099678651,12.580507938125493,872.8462990697751,96.9499332403186,19.99260915984041,0.8330253816600169,171,Power interruption,92,Alignment issues,Normal operation
2024-06-15,15,1563.7855543177848,1210.990107246722,195.19234922176256,110.32216849451018,47.28092935479026,2000,21.81072228411076,432.8397925183999,691.4170031293241,1124.2567956477242,697.4409652745918,286.9075863167293,53.37406981736424,45.14017184317425,170.1258797117211,104.185992922845,1252.988672963581,0.8012535155500962,97.10623412983836,511.7139911067349,328.96110976430003,124.52179656474036,30.23536382819325,27.99572094950128,839.0234470878956,99.9036098875946,20.827092858299523,0.8677955357624801,116,Raw material shortage,43,Power interruption,Normal operation
2024-06-16,16,1567.8541840486948,1254.283347238956,179.89695313407714,78.39270920243474,55.28117447322688,2000,21.60729079756526,440.7228280176508,704.0093406977846,1144.7321687154354,710.1430134294127,292.1328514772633,54.34613776116793,45.96228104670109,173.22427401901385,67.11299112325308,1275.8085577335587,0.8137290895502909,98.87476813266238,631.7701520750186,393.2277784185467,128.52158233180802,61.82773114601354,48.193060178650285,806.038720631115,97.1078241337937,19.719803584549062,0.8216584826895442,63,Feeder malfunction,107,Mechanical failure,Normal operation
2024-06-17,17,1476.2775115328404,1047.9046584284042,185.66099414628465,169.89830127070613,72.81355768744561,2000,26.18612442335798,403.48198044929694,644.5209210451192,1048.0029014944162,650.1363016513765,267.4477789102085,49.753917654495,42.07849243050197,158.58691381487554,73.36484572089402,1168.0034044614576,0.7911814650950706,90.51990213911476,510.2884437344429,337.091070156333,126.64682388389946,43.84289179800437,2.707657896206115,916.6687829263147,97.36780530473064,19.057878350929983,0.7940782646220828,79,Material bridging,74,Mechanical failure,Normal operation
2024-06-18,18,1519.614351027074,1139.658864283752,190.89063013584448,132.34539962523425,56.71945698224317,2000,24.01928244864629,404.2105918882305,645.6848028005882,1049.895394688819,651.310323712341,267.9307385477476,49.84376373261341,42.15447815577229,158.8732915097159,93.14668804844588,1170.11259565819,0.7700062814406409,90.68336380368838,565.2312712915513,352.86536918426765,132.7500186151232,36.78476180046327,42.83112169169715,902.6388558749984,99.54013075523724,22.055409022114247,0.918975375921427,144,Material bridging,44,Power interruption,Normal operation
2024-06-19,19,1454.485434722921,1009.673030809094,165.20173448787324,195.7274685981673,83.88320082778591,2000,27.27572826385397,398.5299723460182,636.6105979615604,1035.1405703075786,642.1570599751354,264.1653434297133,49.14327872801663,41.56205540087908,156.64054763165532,82.69052420760315,1153.6682851653998,0.793179675522274,89.4089348329621,503.25179939396287,346.8197526859144,112.21859257543186,29.012243523339897,15.2012106092767,826.4205441629089,98.23771627028404,20.07825054412672,0.8365937726719467,166,Raw material shortage,78,Power interruption,Normal operation
2024-06-20,20,1551.7313561517517,1151.0937479880654,169.99377179317085,161.45068545936064,69.19315091115459,2000,22.41343219241243,444.0896052589884,709.3874206956182,1153.4770259546067,715.5679498831543,294.3645176703322,54.76129969092749,46.31339687721986,174.547571806963,82.20661338311245,1285.554735928597,0.8284647537939397,99.63009392458676,572.1749590029574,386.24534898048034,130.7376766546749,47.72478348431783,7.46714988348424,850.4594929837062,97.96237309531853,21.314219204923305,0.8880924668718043,83,Feeder malfunction,62,Alignment issues,Normal operation
2024-06-21,21,1478.822770153128,1159.3065238583265,183.67159957640325,95.09125270287883,40.75339401551969,2000,26.0588614923436,407.8586939790938,651.5122702801806,1059.3709642592744,657.1885629307551,270.3488807417375,50.29361621629033,42.53493290630452,160.30716285937902,89.53205416169162,1180.6731556544664,0.7983871897862453,91.50180393301142,494.8267813091662,308.83901254104035,109.02093230004492,38.47714195728176,38.489694510799154,836.0485904186323,96.39829244018792,20.245427959265747,0.8435594983027395,125,Power interruption,101,Mechanical failure,Normal operation
2024-06-22,22,1484.971958347606,1136.0540163862988,172.46491912499403,123.5171159854192,52.93590685089384,2000,25.751402082619705,404.2482689360176,645.744988005179,1049.9932569411967,651.3710332797873,267.9557127553574,49.84840974116868,42.15840743501383,158.8881003166013,102.15657355816803,1170.2216635279285,0.7880429370734287,90.69181652981702,506.79857961968975,339.6997364096565,108.22471894329684,31.71048028147477,27.16364398526161,818.0983827128458,97.90777792666184,19.2771051678293,0.8032127153262208,30,Normal operation,95,Alignment issues,Normal operation
2024-06-23,23,1540.5351621250045,1206.1287545592277,187.0722899636124,103.13388232151496,44.2002352806494,2000,22.973241893749787,426.6112721973574,681.467583208275,1108.0788554056323,687.4048611547155,282.779015509416,52.606022414559725,44.49060938962832,167.67778571196564,122.29240149009532,1234.9582941802853,0.8016423932036655,95.70888535777068,596.809447998166,375.7659376201675,130.13075118323485,38.86028004029773,52.05247915446592,906.2027728566547,96.38249813484344,19.74420327799174,0.8226751365829892,11,Normal operation,6,Normal operation,Normal operation
2024-06-24,24,1535.2426009789983,1228.1940807831986,176.88416899629686,76.76213004894991,53.402221150552805,2000,23.237869951050083,436.76417860546337,697.6858058464966,1134.44998445196,703.7643848584215,289.50886318515967,53.85799126040556,45.54943981116375,171.6683433366701,99.50832786804705,1264.3490224518205,0.8235499859407017,97.9866576971102,565.0877658272044,363.9430124018498,118.2266358954626,29.70600600780043,53.21211152209156,941.1595395152156,95.63139746479204,21.02410801229087,0.8760045005121196,16,Normal operation,51,Power interruption,Normal operation
2024-06-25,25,1464.7963800985117,1082.4426799458572,185.778041042453,137.60296137714093,58.97269773306039,2000,26.76018099507442,386.4201599555008,617.2664195005331,1003.6865794560338,622.644345596922,256.13836184491805,47.6500011154247,40.29914237452344,151.88083625185396,98.6864411879949,1118.6126871836425,0.7636642897140506,86.69213684537408,515.2685365878334,349.9055089740668,108.8681813596766,39.22668610126875,17.26816015282128,867.5771697333131,97.81419798542282,19.93119506143412,0.8304664608930884,150,Power interruption,39,Mechanical failure,Normal operation
2024-06-26,26,1540.725939837509,1115.788304360338,167.56208654297183,180.1628842539396,77.21266468025965,2000,22.963703008124547,429.35325392703135,685.8476167055092,1115.2008706325405,691.8230556399828,284.5965363875406,52.94413995090277,44.77656629240792,168.75551022338385,71.90507057757976,1242.895808494218,0.8066949327959642,96.32404025901543,518.7615364651306,315.1509985516507,103.82171039145749,37.62327652279216,62.16555099923028,889.0716792679345,99.7379510016269,20.380951102540703,0.8492062959391959,59,Normal operation,36,Material overload,Normal operation
2024-06-27,27,1503.967502311894,1203.1740018495152,183.5907148391367,75.1983751155947,42.00441050764744,2000,24.801624884405303,417.6508097709702,667.1541670561725,1084.8049768271426,672.9667395402372,276.8395785826985,51.50109547528918,43.55613704971695,164.1559132333669,100.420131593965,1209.0194638813086,0.8038866943752494,93.69863404232264,596.4901194597917,383.2531909437264,135.53932780847742,49.13989164942233,28.55770905816564,936.261716781891,98.4369246003562,21.90765978017889,0.9128191575074536,18,Normal operation,7,Normal operation,Normal operation
2024-06-28,28,1485.1526013339846,1158.1121873039708,164.1782189739341,114.00353653925582,48.85865851682411,2000,25.74236993330077,392.0306378608778,626.2285802965375,1018.2592181574151,631.6845891087557,259.85726362275454,48.341836858363344,40.884250169944735,154.08601125136576,95.8201445156337,1134.853951011184,0.7641328911196348,87.95082976242298,533.3511341095045,370.2884246755945,120.01659698470584,39.83586871825284,3.2102437309513334,812.0662777848952,98.74478861034812,18.712405884978573,0.7796835785407739,110,Raw material shortage,77,Material overload,Normal operation
2024-06-29,29,1556.2008768570515,1082.2191926075454,189.13817906748625,199.39045362741385,85.45305155460619,2000,22.189956157147428,440.5371262995082,703.7127013230008,1144.249827622509,709.8437895877206,292.00975920929693,54.32323862702944,45.9429145105983,173.15128473127027,100.50710236417596,1275.2709866659156,0.8194771032654151,98.83310654139471,607.4254719347358,375.0968142204728,137.2466871883951,43.80234383090474,51.27962669496321,841.7234858663631,97.93561465854891,23.33112951638496,0.97213039651604,111,Power interruption,11,Normal operation,Normal operation
2024-06-30,30,1498.0972089162349,1061.1368943983534,161.18985932837847,193.03931863265203,82.73113655685074,2000,25.09513955418826,407.25187569707606,650.5429405529954,1057.7948162500716,656.2107879302307,269.9466516222437,50.21878861977381,42.47164879518229,160.06865545817004,88.15165762725924,1178.9165324256005,0.7869426132089662,91.36566617676442,549.6796815574627,351.81985572497143,130.83749993795132,28.49256742311874,38.52975847142119,813.2089689163682,96.60529127978286,19.6715101467784,0.8196462561157668,29,Normal operation,98,Power interruption,Normal operation
2024-07-01,31,1551.6276059108002,1241.3020847286402,177.73670540643587,77.58138029554001,55.007435480184085,2000,22.418619704459985,406.59250371759737,649.4896617050733,1056.0821654226706,655.1483324032863,269.5095873171889,50.13748055458058,42.40288394274332,159.8094920448124,89.36074863548767,1177.0077762626115,0.7585633123430489,91.21773816523532,544.0876014867165,353.5749525353096,120.84297046523436,28.608446422816375,41.06123206335616,840.0584357409399,95.00575533724056,19.903554430832568,0.829314767951357,73,Power interruption,112,Power interruption,Normal operation
2024-07-02,32,1570.6738194989348,1145.0896635666454,168.91012546522742,179.6718213269434,77.00220914011857,2000,21.466309025053263,432.9778475029763,691.637531752969,1124.6153792559453,697.6634152511609,286.9990959770896,53.39109356728922,45.15456937740123,170.18014164906052,97.27868896630936,1253.3883158220017,0.7979940203127907,97.1372063276048,513.0380587101367,358.7294028797417,126.02600037182728,37.48891952677502,-9.206264068207249,817.6199223634336,98.04435833540984,22.9009864865206,0.9542077702716916,127,Raw material shortage,65,Material overload,Normal operation
2024-07-03,33,1507.625671235237,1149.5642682252058,161.6518593298643,137.48668057611687,58.92286310405007,2000,24.618716438238152,400.7024628739676,640.0809278991613,1040.783390773129,645.6576251196825,265.60537742021893,49.41117152142564,41.78862097422602,157.49443599548235,92.76048053660018,1159.9572310310357,0.7693933933087331,89.89632618999158,550.5496358732606,337.8452434647726,112.0316228700268,48.79728244084546,51.8754870976158,928.1618569958312,97.36109890951704,20.12633249428153,0.8385971872617306,129,Raw material shortage,105,Mechanical failure,Normal operation
2024-07-04,34,1483.9889105134994,1187.1911284107996,170.93651155866522,74.19944552567497,51.66182501835965,2000,25.800554474325036,392.710132928927,627.3140037065668,1020.0241366354938,632.7794692569099,260.30766650450863,48.42562632927034,40.95511362720652,154.3530839609682,87.4545324444289,1136.8209596788636,0.7660575841402302,88.10327232502598,493.96279693190513,323.6403452603161,112.2142710781784,35.944304872358444,22.163875721052197,848.2666025343556,97.9346886120708,19.249756457727223,0.8020731857386343,178,Feeder malfunction,73,Power interruption,Normal operation
2024-07-05,35,1545.2819275482714,1236.2255420386173,185.6873896840708,79.01338551401001,44.3556103115734,2000,22.735903622586427,437.02178886815625,698.0973117174568,1135.119100585613,704.1794759692268,289.6796199869999,53.889757536021406,45.5763055747269,171.76959597868898,87.67604799282894,1265.094755045664,0.8186821656892412,98.04445174219502,590.0008277345937,402.4246701277341,146.93434123023758,44.11225705044711,-3.470440673825124,805.5529417018364,95.21823649548652,21.25647768602316,0.885686570250965,151,Raw material shortage,111,Mechanical failure,Normal operation
2024-07-06,36,1502.203825437588,1145.4628336898566,181.10797694914092,122.94311035901325,52.68990443957728,2000,24.8898087281206,408.2995833717004,652.2165456906596,1060.51612906236,657.8989743320955,270.6411240004486,50.347982893359934,42.58091255810663,160.48045260091678,97.7933936329688,1181.9494463849271,0.786810302550407,91.60071606938112,491.0244942610044,317.66783504748497,122.0000349791326,32.863317649374515,18.493306585012363,903.9056897880324,97.6297554340378,21.2180155815052,0.8840839825627166,84,Power interruption,40,Power interruption,Normal operation
2024-07-07,37,1450.2375298868565,1144.7069099660298,181.4879542427656,86.82986597464279,37.21279970341811,2000,27.48812350565718,417.5411798729749,666.9790445816784,1084.520224454653,672.7900913133356,276.7669104732371,51.48757686186496,43.544703922448605,164.1128236580516,105.56600932830008,1208.7021062289375,0.8334511287425015,93.67403892254303,535.9350657072506,326.8369517650109,124.16939735442315,50.17904370346571,34.74967288435079,866.5517827492558,95.34210373590776,20.64413545375537,0.8601723105731405,7,Normal operation,5,Normal operation,Normal operation
2024-07-08,38,1452.8358154654345,1101.9540231026915,159.116138293964,134.235957848145,57.52969622063347,2000,27.35820922672829,394.96394673149655,630.9142392022852,1025.878185933782,636.4110717601535,261.8016055768388,48.703547207463565,41.190160275202,155.23893609955655,96.14392926531696,1143.3453209192144,0.7869749002249984,88.6089083006926,477.9248481957243,295.12190841165074,110.14953312540707,33.03761370201668,39.61579295664973,902.4701869944072,96.7923167115018,19.96801971437901,0.8320008214324589,149,Feeder malfunction,29,Normal operation,Normal operation
2024-07-09,39,1478.260573924979,1025.4371065415903,181.02613599838077,190.25813196950563,81.53919941550225,2000,26.08697130375104,421.70834057736863,673.6356547538305,1095.343995331199,679.5046971198319,279.5291103452387,52.00143517669869,43.97929046820032,165.7507088363303,102.39845293860915,1220.7652419462995,0.825811946472336,94.6089282049334,507.5912116285281,326.9765425843037,110.28854602611726,40.29187226761444,30.03425075049273,895.8408053540019,96.27663354079576,20.046355111289007,0.8352647963037086,64,Power interruption,108,Material overload,Normal operation
2024-07-10,40,1495.057562460075,1089.481045651884,175.05135537458074,161.36761300352714,69.15754843008312,2000,25.24712187699626,413.1161921445208,659.9105822845996,1073.0267744291205,665.660045125334,273.83381011925815,50.9419255422732,43.08322900743635,162.3736006406004,119.15228449229154,1195.8926104349025,0.7998973688124054,92.68130696534284,513.6634718681737,358.4315190451125,119.63812500048849,32.73270084551093,2.861126977061815,884.8893525433548,97.41604030529608,21.25149382560911,0.8854789094003795,12,Normal operation,116,Power interruption,Normal operation
2024-07-11,41,1553.347197429688,1128.580322895931,192.01202432007935,162.9283951495742,69.82645506410336,2000,22.332640128515603,414.064195979893,807.3106075123133,1221.3748034922064,616.4071440843463,274.46219386984427,51.05882519838357,43.18209481593262,162.7462096041257,68.30503505783945,1147.8564675726325,0.7389567956680787,92.89398861796543,487.9109463667628,329.61201252806444,116.30505886799828,41.00537998538724,0.9884949853127978,820.5168857741148,98.8787048980169,19.79416326304696,0.8247568026269567,160,Material bridging,39,Power interruption,Normal operation
2024-07-12,42,1554.202660575399,1173.4579907594457,170.33530772506998,147.28655346361847,63.12280862726516,2000,22.289866971230044,438.4834186118646,854.9213346637928,1293.4047532756574,652.7594378336577,290.6484603503505,54.06999310894302,45.72873661027983,172.3440834686548,114.04665065940353,1215.550711371886,0.7821056688462128,98.3723637377116,530.6921227087519,345.04512638029723,113.3698304540372,30.90072752170616,41.37643835271126,937.1073430307468,96.63359562857003,23.09618129684534,0.9623408873685558,75,Raw material shortage,102,Mechanical failure,Normal operation
2024-07-13,43,1447.561608810195,1050.7207037247276,174.696507919466,155.5010780162007,66.64331914980039,2000,27.621919559490276,403.9461616609879,787.5832403259401,1191.529401986928,601.3446762380163,267.75546113666223,49.81115647779392,42.12690114897999,158.76935830900376,78.24159737057565,1119.807553310456,0.7735819646604666,90.62403972119536,542.6301272039111,355.8195379989144,110.97607848361518,37.83690855332537,37.99760216805612,839.6687867528635,98.77075746530669,18.54177588667789,0.7725739952782452,94,Raw material shortage,74,Power interruption,Normal operation
2024-07-14,44,1558.1220399031854,1132.9358258448435,164.37969044924807,182.56456652636544,78.24195708272805,2000,22.093898004840728,443.7652877616743,865.2195179733693,1308.9848057350437,660.6224260119919,294.1495440196581,54.72130765451161,46.27957432251589,174.42010016389744,96.04161785570152,1230.192952172575,0.7895356850539214,99.55733432306457,604.671317706044,376.18823028019006,122.84554012019944,55.14165093152409,50.49589637413044,936.4081457641838,95.54173051099616,20.65364842673036,0.8605686844470982,104,Material bridging,17,Normal operation,Normal operation
2024-07-15,45,1452.7792268169787,1124.1146900589142,165.5823089982031,114.15755943190295,48.92466832795844,2000,27.36103865915106,393.3133027491008,766.8521076390534,1160.1654103881542,585.5158017326572,260.7074772433464,48.50000402894156,41.01801724606016,154.59015734942815,106.27355873204029,1090.3314576004334,0.7505142126717602,88.23859156043423,512.0724236199362,334.9052222075231,117.45252443572956,44.20719058229849,15.507486394385069,932.8120675849368,96.17400016215664,20.538382654877392,0.8557659439532247,125,Power interruption,120,Material overload,Normal operation
2024-07-16,46,1559.4338575288346,1101.6807991538603,188.53779916564295,188.45068144653175,80.76457776279949,2000,22.02830712355828,429.6068147351325,837.6144133266029,1267.2212280617357,639.5450568319972,284.76460901093213,52.97540688270632,44.80300974480812,168.85517124412232,117.7749108680334,1190.943253714566,0.763702319251809,96.38092582181076,519.0933206333964,332.1231553028349,108.74508196752154,29.125280743102355,49.099802619937634,927.2049782695522,99.27725096652978,21.26567736949864,0.8860698903957767,169,Feeder malfunction,82,Mechanical failure,Normal operation
2024-07-17,47,1538.5259875567408,1230.8207900453926,181.29409853515307,76.92629937783704,49.484799598358,2000,23.073700622162963,425.61571086925807,829.8328651563276,1255.4485760255857,633.6035990590409,282.11910830445834,52.48325837864641,44.386783886041066,167.28648447377677,106.95917813756984,1179.8792341019634,0.7668893757041264,95.485534332546,499.4427239387455,338.3409095463884,119.58266403043348,39.85507076138628,1.6640796005373204,841.5912268963524,96.02602787571438,23.016456977795904,0.959019040741496,33,Normal operation,69,Material overload,Normal operation
2024-07-18,48,1451.9875136262667,1033.0109086688378,164.46284130698268,178.1596345553124,76.35412909513389,2000,27.40062431868666,409.7221180965505,798.8447571251012,1208.5668752216516,609.9431999581728,271.5840502549499,50.52339760576429,42.72926643647581,161.0395739563668,90.23250563835222,1135.8194882117295,0.7822515535103168,91.9198572214582,456.12024150439913,285.77609410110017,94.1149051794308,32.40644361930254,43.822798604565605,817.047396017982,99.332239442534,18.38055761477889,0.7658565672824539,114,Raw material shortage,65,Mechanical failure,Normal operation
2024-07-19,49,1466.254841639569,1173.003873311655,184.89801173691305,73.31274208197844,35.040214509022235,2000,26.68725791802156,408.5391035223556,796.5382060543692,1205.0773095767247,608.1820753737013,270.79988978281546,50.37751845239288,42.6058917327282,160.57459499965933,73.70741871164024,1132.5399703412972,0.7724032263551737,91.6544516552269,525.8768920774623,317.16427539566985,131.43206337729714,48.57258083100068,28.70797247349469,863.9410428919988,98.0755341814222,18.72393440919319,0.7801639337163829,113,Material bridging,115,Mechanical failure,Normal operation
2024-07-20,50,1456.89662803823,1146.7181673930058,172.7335025523621,96.21147066500356,41.23348742785856,2000,27.155168598088498,408.0594106375635,795.6029376636202,1203.6623483011836,607.4679684211488,270.4819256535282,50.31836686336079,42.55586532659424,160.3860537069517,78.10465567555254,1131.2101799715838,0.77645191717878,91.54683407850176,520.0616467919908,327.3734888145891,117.15821557512233,37.18959083143143,38.34035157084799,918.9644139652468,95.63095794152528,18.62793154128664,0.7761638142202766,167,Feeder malfunction,55,Power interruption,Normal operation
2024-07-21,51,1490.829354695593,1121.7688603762813,181.7704089603529,131.10305975127127,56.1870256076877,2000,25.458532265220345,401.224182496615,782.2761341473308,1183.5003166439458,597.2925330697389,265.9511989464629,49.47550548527461,41.8430302818436,157.6994957226607,72.99348909407108,1112.2617635059808,0.7460691325957217,90.01337233201139,473.255122855954,329.0823281216081,110.90310324718968,34.885241465852914,-1.6155499786967198,813.6837182549073,99.13709612390022,18.95352615808167,0.7897302565867362,110,Material bridging,95,Material overload,Normal operation
