DATE,HAS_ACCRETION,ACTIVE_ACCRETION_COUNT,ZONES_AFFECTED,MAX_SEVERITY
2024-09-05,True,1,3,0.3654037359697229
2024-09-06,True,1,3,0.3894915964481181
2024-09-07,True,1,3,0.41408666249996107
2024-09-08,True,1,3,0.4391786822604086
2024-09-09,True,1,3,0.46475800154489
2024-09-10,True,1,3,0.4908155079312274
2024-09-11,True,1,3,0.517342581903669
2024-09-12,True,1,3,0.5443310539518174
2024-09-13,True,1,3,0.5717731667224455
2024-09-14,True,1,3,0.5996615414837816
2024-09-15,True,1,3,0.6279891482902952
2024-09-16,True,1,3,0.6567492793389335
2024-09-17,True,1,3,0.6859355250908198
2024-09-18,True,1,3,0.7155417527999328
2024-09-19,True,1,3,0.7455620871454983
2024-09-20,True,1,3,0.7759908927102643
2024-09-21,True,1,3,0.8068227580844277
2024-09-22,True,1,3,0.8380524814062785
2024-09-23,True,1,3,0.8696750571767858
2024-09-24,True,1,3,0.9016856642073429
2024-09-25,True,1,3,0.9340796545784485
2024-09-26,True,1,3,0.9668525435028419
2024-09-27,True,1,3,1.0
2024-09-28,True,1,3,1.0
2024-09-29,True,1,3,1.0
2024-09-30,True,1,3,1.0
2024-10-01,True,1,3,1.0
2024-10-02,True,1,3,1.0
2024-10-03,True,1,3,1.0
2024-10-04,True,1,3,1.0
2024-10-05,True,1,3,1.0
2024-10-06,True,1,3,1.0
2024-10-07,True,1,3,1.0
2024-10-08,True,1,3,1.0
2024-10-09,True,1,3,1.0
2024-10-10,True,1,3,1.0
2024-10-11,True,1,3,1.0
2024-10-12,True,1,3,1.0
2024-10-13,True,1,3,1.0
2024-10-14,True,1,3,1.0
2024-10-15,True,1,3,1.0
2024-10-16,True,1,3,1.0
2024-10-17,True,1,3,1.0
2024-10-18,True,1,3,1.0
2024-10-19,True,1,3,1.0
2024-10-20,True,1,3,1.0
2024-10-21,True,1,3,1.0
2024-10-22,True,1,3,1.0
2024-10-23,True,1,3,1.0
2024-10-24,True,1,3,1.0
2024-10-25,True,2,"3,6",1.0
2024-10-26,True,2,"3,6",1.0
2024-10-27,True,2,"3,6",1.0
2024-10-28,True,2,"3,6",1.0
2024-10-29,True,2,"3,6",1.0
2024-10-30,True,2,"3,6",1.0
2024-10-31,True,2,"3,6",1.0
2024-11-01,True,2,"3,6",1.0
2024-11-02,True,2,"3,6",1.0
2024-11-03,True,2,"3,6",1.0
2024-11-04,True,2,"3,6",1.0
2024-11-05,True,2,"3,6",1.0
2024-11-06,True,2,"3,6",1.0
2024-11-07,True,2,"3,6",1.0
2024-11-08,True,2,"3,6",1.0
2024-11-09,True,2,"3,6",1.0
2024-11-10,True,2,"3,6",1.0
2024-11-11,True,2,"3,6",1.0
2024-11-12,True,2,"3,6",1.0
2024-11-13,True,2,"3,6",1.0
2024-11-14,True,2,"3,6",1.0
2024-11-15,True,2,"3,6",1.0
2024-11-16,True,2,"3,6",1.0
2024-11-17,True,2,"3,6",1.0
2024-11-18,True,2,"3,6",1.0
2024-11-19,True,2,"3,6",1.0
2024-11-20,True,2,"3,6",1.0
2024-11-21,True,2,"3,6",1.0
2024-11-22,True,2,"3,6",1.0
2024-11-23,True,2,"3,6",1.0
2024-11-24,True,2,"3,6",1.0
2024-11-25,True,2,"3,6",1.0
2024-11-26,True,2,"3,6",1.0
2024-11-27,True,2,"3,6",1.0
2024-11-28,True,2,"3,6",1.0
2024-11-29,True,2,"3,6",1.0
2024-11-30,True,2,"3,6",1.0
2024-12-01,True,2,"3,6",1.0
2024-12-02,True,2,"3,6",1.0
2024-12-03,True,2,"3,6",1.0
2024-12-04,True,2,"3,6",1.0
2024-12-05,True,2,"3,6",1.0
2024-12-06,True,2,"3,6",1.0
2024-12-07,True,2,"3,6",1.0
2024-12-08,True,2,"3,6",1.0
2024-12-09,True,2,"3,6",1.0
2024-12-10,True,2,"3,6",1.0
2024-12-11,True,2,"3,6",1.0
2024-12-12,True,2,"3,6",1.0
2024-12-13,True,2,"3,6",1.0
2024-12-14,True,2,"3,6",1.0
2024-12-15,True,2,"3,6",1.0
2024-12-16,True,2,"3,6",1.0
2024-12-17,True,2,"3,6",1.0
2024-12-18,True,2,"3,6",1.0
2024-12-19,True,2,"3,6",1.0
2024-12-20,True,2,"3,6",1.0
2024-12-21,True,2,"3,6",1.0
2024-12-22,True,2,"3,6",1.0
2024-12-23,True,2,"3,6",1.0
2024-12-24,True,2,"3,6",1.0
2024-12-25,True,2,"3,6",1.0
2024-12-26,True,2,"3,6",1.0
2024-12-27,True,2,"3,6",1.0
2024-12-28,True,2,"3,6",1.0
2024-12-29,True,2,"3,6",1.0
2024-12-30,True,2,"3,6",1.0
2024-12-31,True,2,"3,6",1.0
2025-01-01,True,2,"3,6",1.0
2025-01-02,True,2,"3,6",1.0
2025-01-03,True,2,"3,6",1.0
2025-01-04,True,2,"3,6",1.0
2025-01-05,True,3,"3,6,4",1.0
2025-01-06,True,3,"3,6,4",1.0
2025-01-07,True,3,"3,6,4",1.0
2025-01-08,True,3,"3,6,4",1.0
2025-01-09,True,3,"3,6,4",1.0
2025-01-10,True,3,"3,6,4",1.0
2025-01-11,True,3,"3,6,4",1.0
2025-01-12,True,3,"3,6,4",1.0
2025-01-13,True,3,"3,6,4",1.0
2025-01-14,True,3,"3,6,4",1.0
2025-01-15,True,3,"3,6,4",1.0
2025-01-16,True,3,"3,6,4",1.0
2025-01-17,True,3,"3,6,4",1.0
2025-01-18,True,3,"3,6,4",1.0
2025-01-19,True,3,"3,6,4",1.0
2025-01-20,True,3,"3,6,4",1.0
2025-01-21,True,3,"3,6,4",1.0
2025-01-22,True,3,"3,6,4",1.0
2025-01-23,True,3,"3,6,4",1.0
2025-01-24,True,3,"3,6,4",1.0
2025-01-25,True,3,"3,6,4",1.0
2025-01-26,True,3,"3,6,4",1.0
2025-01-27,True,3,"3,6,4",1.0
2025-01-28,True,3,"3,6,4",1.0
2025-01-29,True,3,"3,6,4",1.0
2025-01-30,True,3,"3,6,4",1.0
2025-01-31,True,3,"3,6,4",1.0
2025-02-01,True,3,"3,6,4",1.0
2025-02-02,True,3,"3,6,4",1.0
2025-02-03,True,3,"3,6,4",1.0
2025-02-04,True,3,"3,6,4",1.0
2025-02-05,True,3,"3,6,4",1.0
2025-02-06,True,3,"3,6,4",1.0
2025-02-07,True,3,"3,6,4",1.0
2025-02-08,True,3,"3,6,4",1.0
2025-02-09,True,3,"3,6,4",1.0
2025-02-10,True,3,"3,6,4",1.0
2025-02-11,True,3,"3,6,4",1.0
2025-02-12,True,3,"3,6,4",1.0
2025-02-13,True,3,"3,6,4",1.0
2025-02-14,True,3,"3,6,4",1.0
2025-02-15,True,3,"3,6,4",1.0
2025-02-16,True,3,"3,6,4",1.0
2025-02-17,True,3,"3,6,4",1.0
2025-02-18,True,3,"3,6,4",1.0
2025-02-19,True,3,"3,6,4",1.0
2025-02-20,True,3,"3,6,4",1.0
2025-02-21,True,3,"3,6,4",1.0
2025-02-22,True,3,"3,6,4",1.0
2025-02-23,True,3,"3,6,4",1.0
2025-02-24,True,3,"3,6,4",1.0
2025-02-25,True,3,"3,6,4",1.0
2025-02-26,True,3,"3,6,4",1.0
2025-02-27,True,3,"3,6,4",1.0
2025-02-28,True,3,"3,6,4",1.0
2025-03-01,True,3,"3,6,4",1.0
2025-03-02,True,3,"3,6,4",1.0
2025-03-03,True,3,"3,6,4",1.0
2025-03-04,True,3,"3,6,4",1.0
2025-03-05,True,3,"3,6,4",1.0
2025-03-06,True,3,"3,6,4",1.0
2025-03-07,True,3,"3,6,4",1.0
2025-03-08,True,3,"3,6,4",1.0
2025-03-09,True,3,"3,6,4",1.0
2025-03-10,True,3,"3,6,4",1.0
2025-03-11,True,3,"3,6,4",1.0
2025-03-12,True,3,"3,6,4",1.0
2025-03-13,True,3,"3,6,4",1.0
2025-03-14,True,3,"3,6,4",1.0
2025-03-15,True,3,"3,6,4",1.0
2025-03-16,True,3,"3,6,4",1.0
2025-03-17,True,3,"3,6,4",1.0
2025-03-18,True,3,"3,6,4",1.0
2025-03-19,True,3,"3,6,4",1.0
2025-03-20,True,3,"3,6,4",1.0
2025-03-21,True,3,"3,6,4",1.0
2025-03-22,True,3,"3,6,4",1.0
2025-03-23,True,3,"3,6,4",1.0
2025-03-24,True,3,"3,6,4",1.0
2025-03-25,True,3,"3,6,4",1.0
2025-03-26,True,3,"3,6,4",1.0
2025-03-27,True,3,"3,6,4",1.0
2025-03-28,True,3,"3,6,4",1.0
2025-03-29,True,3,"3,6,4",1.0
2025-03-30,True,3,"3,6,4",1.0
2025-03-31,True,3,"3,6,4",1.0
2025-04-01,True,3,"3,6,4",1.0
2025-04-02,True,4,"3,6,4,5",1.0
2025-04-03,True,4,"3,6,4,5",1.0
2025-04-04,True,4,"3,6,4,5",1.0
2025-04-05,True,4,"3,6,4,5",1.0
2025-04-06,True,4,"3,6,4,5",1.0
2025-04-07,True,4,"3,6,4,5",1.0
2025-04-08,True,4,"3,6,4,5",1.0
2025-04-09,True,4,"3,6,4,5",1.0
2025-04-10,True,4,"3,6,4,5",1.0
2025-04-11,True,4,"3,6,4,5",1.0
2025-04-12,True,4,"3,6,4,5",1.0
2025-04-13,True,4,"3,6,4,5",1.0
2025-04-14,True,4,"3,6,4,5",1.0
2025-04-15,True,4,"3,6,4,5",1.0
2025-04-16,True,4,"3,6,4,5",1.0
2025-04-17,True,4,"3,6,4,5",1.0
2025-04-18,True,4,"3,6,4,5",1.0
2025-04-19,True,4,"3,6,4,5",1.0
2025-04-20,True,4,"3,6,4,5",1.0
2025-04-21,True,4,"3,6,4,5",1.0
2025-04-22,True,4,"3,6,4,5",1.0
2025-04-23,True,4,"3,6,4,5",1.0
2025-04-24,True,4,"3,6,4,5",1.0
2025-04-25,True,4,"3,6,4,5",1.0
2025-04-26,True,4,"3,6,4,5",1.0
2025-04-27,True,4,"3,6,4,5",1.0
2025-04-28,True,4,"3,6,4,5",1.0
2025-04-29,True,4,"3,6,4,5",1.0
2025-04-30,True,4,"3,6,4,5",1.0
2025-05-01,True,4,"3,6,4,5",1.0
2025-05-02,True,4,"3,6,4,5",1.0
2025-05-03,True,4,"3,6,4,5",1.0
2025-05-04,True,4,"3,6,4,5",1.0
2025-05-05,True,4,"3,6,4,5",1.0
2025-05-06,True,4,"3,6,4,5",1.0
2025-05-07,True,4,"3,6,4,5",1.0
2025-05-08,True,4,"3,6,4,5",1.0
2025-05-09,True,4,"3,6,4,5",1.0
2025-05-10,True,4,"3,6,4,5",1.0
2025-05-11,True,4,"3,6,4,5",1.0
2025-05-12,True,4,"3,6,4,5",1.0
2025-05-13,True,4,"3,6,4,5",1.0
2025-05-14,True,4,"3,6,4,5",1.0
2025-05-15,True,4,"3,6,4,5",1.0
2025-05-16,True,4,"3,6,4,5",1.0
2025-05-17,True,4,"3,6,4,5",1.0
2025-05-18,True,4,"3,6,4,5",1.0
2025-05-19,True,4,"3,6,4,5",1.0
2025-05-20,True,4,"3,6,4,5",1.0
2025-05-21,True,4,"3,6,4,5",1.0
2025-05-22,True,4,"3,6,4,5",1.0
2025-05-23,True,4,"3,6,4,5",1.0
2025-05-24,True,4,"3,6,4,5",1.0
2025-05-25,True,4,"3,6,4,5",1.0
2025-05-26,True,4,"3,6,4,5",1.0
2025-05-27,True,4,"3,6,4,5",1.0
2025-05-28,True,4,"3,6,4,5",1.0
2025-05-29,True,4,"3,6,4,5",1.0
2025-05-30,True,4,"3,6,4,5",1.0
2025-05-31,True,4,"3,6,4,5",1.0
